N,total_s,last_clear_s,last_discovery_s,tail_s,tail_fraction,last_discovery_to_end_s,discovered_by_6000,cleared_by_6000,all_found_by_6000,all_cleared_by_6000,all_done_5000_6000,tail_measures,tail_no_signal,after_6000_measures,after_6000_no_signal,discovered_total,cleared_total,all_move_s,all_measure_s,all_switch_s,all_clear_s,tail_move_s,tail_measure_s,tail_switch_s,tail_clear_s,after_6000_s,after_6000_tail_s,cost_accounting_error,absent_channel_measures,after_6000_absent_channel_measures,after_6000_clear_successes,after_6000_clear_failures,after6000_discovery_count,seed,completion,error,original_total_s,replay_delta_s,distribution
15,8279.361465,2454.365686,731.0,5824.995779,0.7035561623471165,7548.361465,15,15,True,True,False,120,120,45,45,15,15,6878.361465,1130.0,196.0,75.0,5127.995779,600.0,97.0,0.0,2279.361465,2279.361465,0.0,155,45,0,0,0,1245000094,True,,8279.361465,0.0,cluster
12,9553.435571,8919.222488,8068.677048,634.2130830000006,0.06638586488458567,1484.7585230000004,11,10,False,False,False,16,16,104,99,12,12,7004.435571,2100.0,389.0,60.0,540.2130830000006,80.0,14.0,0.0,3553.435571,634.2130830000006,0.0,248,90,2,0,1,1245000095,True,,9553.435571,0.0,outward
14,11878.286222,11878.286222,4245.151576,0.0,0.0,7633.134646,14,9,True,False,False,0,0,115,114,14,14,8894.286222,1985.0,362.0,637.0,0,0,0,0,5878.286222000001,0.0,0.0,186,72,5,188,0,1245000096,True,,11878.286222,0.0,area
10,9401.163257,8993.96716,3215.0,407.196097,0.043313373661159046,6186.163257,10,5,True,False,False,20,20,146,139,10,10,6488.163257,2405.0,452.0,56.0,289.196097,100.0,18.0,0.0,3401.163257,407.196097,0.0,310,120,5,0,0,1245000097,True,,9401.163257,0.0,edge
15,8063.678979,2030.361503,1061.0,6033.317476,0.7482090360631158,7002.678979,15,15,True,True,False,130,130,45,45,15,15,6694.678979,1100.0,191.0,78.0,5278.317476,650.0,105.0,0.0,2063.6789790000003,2063.6789790000003,0.0,155,45,0,0,0,1245000098,True,,8063.678979,0.0,cluster
11,12722.996999,12722.996999,9551.359288,0.0,0.0,3171.637711000001,7,4,False,False,False,0,0,189,181,11,11,8686.996999,2730.0,510.0,796.0,0,0,0,0,6722.996999000001,0.0,0.0,279,108,7,247,4,1245000099,True,,12722.996999,0.0,outward
13,8806.392009,8707.005244,2450.242665,99.38676499999929,0.011285752996054174,6356.1493439999995,13,11,True,False,False,7,7,86,83,13,13,6815.392008999999,1630.0,296.0,65.0,58.386764999999286,35.0,6.0,0.0,2806.3920089999992,99.38676499999929,0.0,217,77,2,0,0,1245000100,True,,8806.392009,0.0,area
13,9186.190318,8049.983564,7213.367045,1136.2067540000007,0.12368639388775188,1972.8232730000009,11,10,False,False,False,28,28,99,94,13,13,6602.190318000001,2120.0,393.0,71.0,972.2067540000007,140.0,24.0,0.0,3186.190318000001,1136.2067540000007,0.0,217,84,3,1,2,1245000101,True,,9186.190318,0.0,edge
12,9491.031804,9491.031804,413.0,0.0,0.0,9078.031804,12,11,True,False,False,0,0,100,99,12,12,7398.031804,1720.0,313.0,60.0,0,0,0,0,3491.031804,0.0,0.0,248,88,1,0,0,1245000102,True,,9491.031804,0.0,cluster
13,10147.928598,8911.967219,5820.839698,1235.9613790000003,0.12179444968144426,4327.088900000001,13,9,True,False,False,28,28,102,95,13,13,7575.928598,2115.0,392.0,65.0,1071.9613790000003,140.0,24.0,0.0,4147.928598,1235.9613790000003,0.0,217,84,4,0,0,1245000103,True,,10147.928598,0.0,outward
15,8605.743178,4387.755851,1324.580301,4217.987327000001,0.49013632405194235,7281.162877000001,15,15,True,True,False,90,90,55,55,15,15,7102.743178000001,1215.0,213.0,75.0,3695.9873270000007,450.0,72.0,0.0,2605.7431780000006,2605.7431780000006,0.0,155,55,0,0,0,1245000104,True,,8605.743178,0.0,area
15,10092.697045,8716.936742,4243.066503,1375.760303000001,0.13631245413054016,5849.630542000001,15,10,True,False,False,20,20,78,74,15,15,7671.697045000001,1975.0,368.0,78.0,1258.760303000001,100.0,17.0,0.0,4092.697045000001,1375.760303000001,0.0,155,60,5,1,0,1245000105,True,,10092.697045,0.0,edge
16,7165.652579,7165.652579,6872.296146,0.0,0.0,293.3564329999999,15,15,False,False,False,0,0,19,18,16,16,6047.652579,875.0,145.0,98.0,0,0,0,0,1165.6525789999996,0.0,0.0,104,12,1,6,1,1245000106,True,,7165.652579,0.0,cluster
16,8752.750598,8752.750598,6860.422357,0.0,0.0,1892.3282410000002,13,11,False,False,False,0,0,40,33,16,16,6601.7505980000005,1745.0,320.0,86.0,0,0,0,0,2752.7505980000005,0.0,0.0,88,8,5,1,3,1245000107,True,,8752.750598,0.0,outward
16,6350.723395,6350.723395,5482.296266,0.0,0.0,868.4271289999997,16,15,True,False,False,0,0,1,0,16,16,5047.723395,1030.0,190.0,83.0,0,0,0,0,350.723395,0.0,0.0,63,0,1,0,0,1245000108,True,,6350.723395,0.0,area
14,9885.304612,9885.304612,5680.373277,0.0,0.0,4204.931335,14,8,True,False,False,0,0,83,80,14,14,7365.304612,2055.0,383.0,82.0,0,0,0,0,3885.304612,0.0,0.0,186,67,6,0,0,1245000109,True,,9885.304612,0.0,edge
10,9032.227615,2990.728365,2145.958231,6041.49925,0.6688825290415359,6886.269383999999,10,10,True,True,False,230,230,120,120,10,10,6856.227615,1795.0,328.0,53.0,4684.49925,1150.0,207.0,0.0,3032.227615,3032.227615,0.0,310,120,0,0,0,1245000110,True,,9032.227615,0.0,cluster
15,14217.589758,14217.589758,6999.898241,0.0,0.0,7217.691517,14,7,False,False,False,0,0,138,136,15,15,10439.589758,2245.0,408.0,1125.0,0,0,0,0,8217.589758,0.0,0.0,155,55,8,349,1,1245000111,True,,14217.589758,0.0,outward
10,9789.102909,9789.102909,7934.458164,0.0,0.0,1854.6447449999996,9,4,False,False,False,0,0,152,146,10,10,6910.102908999999,2380.0,446.0,53.0,0,0,0,0,3789.1029089999993,0.0,0.0,310,120,6,0,1,1245000112,True,,9789.102909,0.0,area
12,9872.482656,9872.482656,4155.687932,0.0,0.0,5716.794724,12,8,True,False,False,0,0,118,114,12,12,7134.482656,2255.0,420.0,63.0,0,0,0,0,3872.482656,0.0,0.0,248,88,4,0,0,1245000113,True,,9872.482656,0.0,edge
12,10949.743107,10949.743107,437.0,0.0,0.0,10512.743107,12,10,True,False,False,0,0,106,105,12,12,8326.743107,1775.0,323.0,525.0,0,0,0,0,4949.743107,0.0,0.0,248,88,2,155,0,1245000114,True,,10949.743107,0.0,cluster
16,8098.544791,8098.544791,7542.825834,0.0,0.0,555.718957,12,7,False,False,False,0,0,69,51,16,16,5757.544791,1905.0,356.0,80.0,0,0,0,0,2098.5447910000003,0.0,0.0,96,24,9,0,4,1245000115,True,,8098.544791,0.0,outward
16,6949.432323,6949.432323,4006.8723,0.0,0.0,2942.560023,16,14,True,False,False,0,0,6,6,16,16,5373.432323,1050.0,191.0,335.0,0,0,0,0,949.432323,0.0,0.0,44,0,2,30,0,1245000116,True,,6949.432323,0.0,area
15,10789.905235,10789.905235,4056.894533,0.0,0.0,6733.010702,15,10,True,False,False,0,0,84,81,15,15,8322.905235,2010.0,373.0,84.0,0,0,0,0,4789.905235,0.0,0.0,155,55,5,1,0,1245000117,True,,10789.905235,0.0,edge
11,8652.346153,2556.13586,1037.0,6096.210293,0.7045730932628349,7615.346153,11,11,True,True,False,216,216,99,99,11,11,6609.346153,1665.0,302.0,76.0,4824.210293,1080.0,192.0,0.0,2652.3461530000004,2652.3461530000004,0.0,279,99,0,0,0,1245000118,True,,8652.346153,0.0,cluster
13,9828.373831,9574.734579,8703.463218,253.63925200000085,0.02580683807528656,1124.910613,8,4,False,False,False,7,7,144,129,13,13,6883.373831000001,2425.0,455.0,65.0,212.63925200000085,35.0,6.0,0.0,3828.373831000001,253.63925200000085,0.0,217,84,9,0,5,1245000119,True,,9828.373831,0.0,outward
11,11879.764633,11879.764633,9372.965263,0.0,0.0,2506.7993700000006,10,7,False,False,False,0,0,173,171,11,11,8820.764633,2255.0,416.0,388.0,0,0,0,0,5879.764633000001,0.0,0.0,279,126,4,110,1,1245000120,True,,11879.764633,0.0,area
14,9315.53233,9315.53233,5447.106813,0.0,0.0,3868.4255169999997,14,6,True,False,False,0,0,93,88,14,14,6663.53233,2165.0,402.0,85.0,0,0,0,0,3315.53233,0.0,0.0,186,70,8,5,0,1245000121,True,,9315.53233,0.0,edge
13,9710.284508,5261.395405,688.96322,4448.889103,0.45816259032726586,9021.321288000001,13,13,True,True,False,105,105,91,91,13,13,7884.284508000001,1490.0,268.0,68.0,3833.8891030000004,525.0,90.0,0.0,3710.2845080000006,3710.2845080000006,0.0,217,91,0,0,0,1245000122,True,,9710.284508,0.0,cluster
16,8685.608861,8685.608861,5003.490484,0.0,0.0,3682.1183770000007,16,13,True,False,False,0,0,3,3,16,16,6379.608861000001,1480.0,272.0,554.0,0,0,0,0,2685.6088610000006,0.0,0.0,65,0,3,156,0,1245000123,True,,8685.608861,0.0,outward
10,10052.510495,10052.510495,9186.934675,0.0,0.0,865.57582,9,6,False,False,False,0,0,146,143,10,10,7321.510495,2260.0,421.0,50.0,0,0,0,0,4052.5104950000004,0.0,0.0,310,121,4,0,1,1245000124,True,,10052.510495,0.0,area
13,10091.871315,10091.871315,6841.812599,0.0,0.0,3250.0587160000005,12,8,False,False,False,0,0,102,98,13,13,7594.871315,2045.0,378.0,74.0,0,0,0,0,4091.8713150000003,0.0,0.0,217,84,5,1,1,1245000125,True,,10091.871315,0.0,edge
15,10567.215681,10567.215681,701.556374,0.0,0.0,9865.659307,15,10,True,False,False,0,0,69,69,15,15,8453.215681,1480.0,262.0,372.0,0,0,0,0,4567.215681,0.0,0.0,155,45,5,99,0,1245000126,True,,10567.215681,0.0,cluster
16,10865.033736,10865.033736,8504.091323,0.0,0.0,2360.942412999999,13,7,False,False,False,0,0,70,59,16,16,7995.033735999999,1855.0,341.0,674.0,0,0,0,0,4865.033735999999,0.0,0.0,108,36,9,198,3,1245000127,True,,10865.033736,0.0,outward
15,9762.451325,7931.474236,2996.407556,1830.977089,0.18755300569962124,6766.043769,15,13,True,False,False,40,40,72,71,15,15,7941.451325,1475.0,265.0,81.0,1598.977089,200.0,32.0,0.0,3762.451325,1830.977089,0.0,155,65,2,0,0,1245000128,True,,9762.451325,0.0,area
10,11174.787907,11174.787907,7109.82277,0.0,0.0,4064.965137,8,4,False,False,False,0,0,170,163,10,10,7625.787907,2670.0,502.0,377.0,0,0,0,0,5174.787907,0.0,0.0,310,110,6,108,2,1245000129,True,,11174.787907,0.0,edge
16,1732.587127,1732.587127,731.0,0.0,0.0,1001.587127,16,16,True,True,False,0,0,0,0,16,16,1278.587127,315.0,59.0,80.0,0,0,0,0,0.0,0.0,0.0,12,0,0,0,0,1245000130,True,,1732.587127,0.0,cluster
12,10057.553168,10057.553168,8647.09915,0.0,0.0,1410.4540180000004,9,7,False,False,False,0,0,127,119,12,12,7237.553168,2325.0,435.0,60.0,0,0,0,0,4057.5531680000004,0.0,0.0,248,96,5,0,3,1245000131,True,,10057.553168,0.0,outward
11,10012.291844,10012.291844,9430.28195,0.0,0.0,582.0098939999989,10,7,False,False,False,0,0,129,126,11,11,7336.291843999999,2205.0,410.0,61.0,0,0,0,0,4012.2918439999994,0.0,0.0,279,112,4,0,1,1245000132,True,,10012.291844,0.0,area
13,10086.005991,10086.005991,5025.039675,0.0,0.0,5060.966316,13,9,True,False,False,0,0,94,91,13,13,7589.005991,2045.0,378.0,74.0,0,0,0,0,4086.005991,0.0,0.0,217,77,4,2,0,1245000133,True,,10086.005991,0.0,edge
10,8987.831761,1915.337248,1419.037839,7072.494513,0.7868966288052885,7568.793921999999,10,10,True,True,False,260,260,110,110,10,10,6924.8317609999995,1700.0,310.0,53.0,5538.494513,1300.0,234.0,0.0,2987.8317609999995,2987.8317609999995,0.0,310,110,0,0,0,1245000134,True,,8987.831761,0.0,cluster
16,11026.164003,11026.164003,6973.913526,0.0,0.0,4052.2504769999996,13,5,False,False,False,0,0,61,51,16,16,8200.164003,2025.0,373.0,428.0,0,0,0,0,5026.164003,0.0,0.0,88,12,11,113,3,1245000135,True,,11026.164003,0.0,outward
10,9070.915509,3616.562365,1043.0,5454.353144000001,0.6013012841524418,8027.915509,10,10,True,True,False,210,210,120,120,10,10,6745.915509,1910.0,353.0,62.0,4215.353144000001,1050.0,189.0,0.0,3070.9155090000004,3070.9155090000004,0.0,310,120,0,0,0,1245000136,True,,9070.915509,0.0,area
13,10537.424462,10537.424462,5329.249137,0.0,0.0,5208.175325000001,13,11,True,False,False,0,0,91,91,13,13,7787.424462000001,2100.0,387.0,263.0,0,0,0,0,4537.424462000001,0.0,0.0,217,77,2,65,0,1245000137,True,,10537.424462,0.0,edge
11,8438.822355,1443.179052,431.0,6995.643303000001,0.8289833591360154,8007.822355,11,11,True,True,False,243,243,86,86,11,11,6540.822355,1560.0,283.0,55.0,5564.643303,1215.0,216.0,0.0,2438.8223550000002,2438.8223550000002,0.0,279,86,0,0,0,1245000138,True,,8438.822355,0.0,cluster
16,9510.790642,9510.790642,9086.193079,0.0,0.0,424.59756299999935,12,8,False,False,False,0,0,85,67,16,16,6937.790642,2080.0,386.0,107.0,0,0,0,0,3510.790642,0.0,0.0,108,36,8,1,4,1245000139,True,,9510.790642,0.0,outward
12,10089.635717,10089.635717,3170.518381,0.0,0.0,6919.117335999999,12,8,True,False,False,0,0,133,131,12,12,7525.635716999999,2030.0,375.0,159.0,0,0,0,0,4089.635716999999,0.0,0.0,248,97,4,29,0,1245000140,True,,10089.635717,0.0,area
10,12799.692512,12799.692512,8083.31866,0.0,0.0,4716.373852,8,5,False,False,False,0,0,166,162,10,10,9262.692512,2450.0,455.0,632.0,0,0,0,0,6799.692512,0.0,0.0,310,128,5,193,2,1245000141,True,,12799.692512,0.0,edge
10,8664.20765,1480.262077,119.0,7183.945573,0.829152054429351,8545.20765,10,10,True,True,False,270,270,100,100,10,10,6578.20765,1710.0,311.0,65.0,5590.945573,1350.0,243.0,0.0,2664.2076500000003,2664.2076500000003,0.0,310,100,0,0,0,1245000142,True,,8664.20765,0.0,cluster
13,9855.194787,9855.194787,5425.142362,0.0,0.0,4430.052425000001,13,7,True,False,False,0,0,111,106,13,13,7178.194787,2200.0,412.0,65.0,0,0,0,0,3855.1947870000004,0.0,0.0,217,82,6,0,0,1245000143,True,,9855.194787,0.0,outward
11,11006.806792,11006.806792,7794.10061,0.0,0.0,3212.706181999999,7,5,False,False,False,0,0,176,166,11,11,7879.806791999999,2460.0,459.0,208.0,0,0,0,0,5006.806791999999,0.0,0.0,279,117,6,51,4,1245000144,True,,11006.806792,0.0,area
12,9730.679471,9730.679471,9252.929021,0.0,0.0,477.75044999999955,11,8,False,False,False,0,0,108,103,12,12,7072.6794709999995,2185.0,407.0,66.0,0,0,0,0,3730.6794709999995,0.0,0.0,248,88,4,2,1,1245000145,True,,9730.679471,0.0,edge
13,8273.967003,2231.983456,113.0,6041.983547,0.7302402275485603,8160.967003,13,13,True,True,False,175,175,63,63,13,13,6588.967003,1375.0,245.0,65.0,5016.983547,875.0,150.0,0.0,2273.9670029999997,2273.9670029999997,0.0,217,63,0,0,0,1245000146,True,,8273.967003,0.0,cluster
14,12326.179963,12326.179963,9246.399225,0.0,0.0,3079.7807380000013,9,5,False,False,False,0,0,132,120,14,14,8778.179963,2390.0,443.0,715.0,0,0,0,0,6326.1799630000005,0.0,0.0,186,73,9,215,5,1245000147,True,,12326.179963,0.0,outward
14,8683.61868,4824.007575,1632.253827,3859.611105,0.44447035818021435,7051.364852999999,14,14,True,True,False,96,96,66,66,14,14,6873.61868,1465.0,263.0,82.0,3299.611105,480.0,80.0,0.0,2683.6186799999996,2683.6186799999996,0.0,186,66,0,0,0,1245000148,True,,8683.61868,0.0,area
16,7487.987158,7487.987158,4867.673873,0.0,0.0,2620.313285,16,12,True,False,False,0,0,0,0,16,16,5531.987158,1380.0,259.0,317.0,0,0,0,0,1487.987158,0.0,0.0,60,0,4,77,0,1245000149,True,,7487.987158,0.0,edge
16,2178.776675,2178.776675,1156.413885,0.0,0.0,1022.3627900000001,16,16,True,True,False,0,0,0,0,16,16,1536.776675,385.0,69.0,188.0,0,0,0,0,0.0,0.0,0.0,16,0,0,0,0,1245000150,True,,2178.776675,0.0,cluster
15,9306.401613,9019.329218,8482.265064,287.07239499999923,0.030846766230138968,824.1365490000007,11,8,False,False,False,10,10,103,90,15,15,6504.401613,2285.0,427.0,90.0,228.07239499999923,50.0,9.0,0.0,3306.401613,287.07239499999923,0.0,155,60,7,1,4,1245000151,True,,9306.401613,0.0,outward
11,10114.924139,10114.924139,8658.920119,0.0,0.0,1456.0040200000003,10,8,False,False,False,0,0,162,158,11,11,7509.924139000001,2150.0,400.0,55.0,0,0,0,0,4114.924139000001,0.0,0.0,279,126,3,0,1,1245000152,True,,10114.924139,0.0,area
10,9324.076469,9324.076469,5463.812736,0.0,0.0,3860.263733,10,8,True,False,False,0,0,143,141,10,10,6541.076469,2300.0,430.0,53.0,0,0,0,0,3324.0764689999996,0.0,0.0,310,120,2,0,0,1245000153,True,,9324.076469,0.0,edge
10,8768.399982,4367.718842,694.870289,4400.681140000001,0.5018796073438522,8073.529693,10,10,True,True,False,170,170,110,110,10,10,6509.399982000001,1860.0,340.0,59.0,3396.6811400000006,850.0,154.0,0.0,2768.399982000001,2768.399982000001,0.0,310,110,0,0,0,1245000154,True,,8768.399982,0.0,cluster
11,9997.557916,9513.871635,8347.238336,483.68628100000024,0.04838044301057893,1650.3195799999994,10,5,False,False,False,9,9,168,161,11,11,6946.557916,2520.0,473.0,58.0,430.68628100000024,45.0,8.0,0.0,3997.5579159999998,483.68628100000024,0.0,279,117,6,1,1,1245000155,True,,9997.557916,0.0,outward
10,13716.457215,13716.457215,7814.546731,0.0,0.0,5901.910484,9,4,False,False,False,0,0,185,183,10,10,9806.457215,2500.0,463.0,947.0,0,0,0,0,7716.457215,0.0,0.0,310,120,6,298,1,1245000156,True,,13716.457215,0.0,area
16,7745.974701,7745.974701,5779.049265,0.0,0.0,1966.9254360000004,16,10,True,False,False,0,0,6,4,16,16,5611.974701,1705.0,322.0,107.0,0,0,0,0,1745.974701,0.0,0.0,75,0,6,8,0,1245000157,True,,7745.974701,0.0,edge
14,8315.763363,1614.322628,647.0,6701.440735,0.8058719858260113,7668.763363,14,14,True,True,False,162,162,54,54,14,14,6853.763363,1185.0,207.0,70.0,5755.440735,810.0,136.0,0.0,2315.763363,2315.763363,0.0,186,54,0,0,0,1245000158,True,,8315.763363,0.0,cluster
12,11821.201286,11821.201286,6110.689609,0.0,0.0,5710.5116769999995,11,8,False,False,False,0,0,124,120,12,12,8509.201286,2290.0,425.0,597.0,0,0,0,0,5821.2012859999995,0.0,0.0,248,88,4,179,1,1245000159,True,,11821.201286,0.0,outward
13,9897.117266,8114.982337,7507.631582,1782.134928999999,0.18006606177358786,2389.4856839999993,12,12,False,False,False,42,42,98,96,13,13,7800.117265999999,1715.0,314.0,68.0,1536.134928999999,210.0,36.0,0.0,3897.1172659999993,1782.134928999999,0.0,217,91,1,1,1,1245000160,True,,9897.117266,0.0,area
15,9410.421605,6756.027427,4091.328362,2654.3941779999996,0.28206963400977186,5319.093242999999,15,12,True,False,False,55,55,61,60,15,15,7243.4216049999995,1760.0,323.0,84.0,2335.3941779999996,275.0,44.0,0.0,3410.4216049999995,2654.3941779999996,0.0,155,60,3,3,0,1245000161,True,,9410.421605,0.0,edge
12,11763.731084,11763.731084,1031.0,0.0,0.0,10732.731084,12,6,True,False,False,0,0,113,112,12,12,8660.731084,1980.0,358.0,765.0,0,0,0,0,5763.731083999999,0.0,0.0,248,96,6,235,0,1245000162,True,,11763.731084,0.0,cluster
11,10461.127999,10461.127999,4294.213642,0.0,0.0,6166.914357000001,11,5,True,False,False,0,0,143,136,11,11,7571.127999,2385.0,447.0,58.0,0,0,0,0,4461.127999,0.0,0.0,279,99,6,1,0,1245000163,True,,10461.127999,0.0,outward
13,10358.29027,9789.183961,9401.423876,569.1063089999989,0.05494210860727297,956.8663939999988,12,9,False,False,False,14,14,128,123,13,13,8035.2902699999995,1905.0,350.0,68.0,487.1063089999989,70.0,12.0,0.0,4358.2902699999995,569.1063089999989,0.0,217,105,4,0,1,1245000164,True,,10358.29027,0.0,area
16,8279.550818,8279.550818,5550.204581,0.0,0.0,2729.3462369999997,16,12,True,False,False,0,0,5,4,16,16,6177.550818,1515.0,282.0,305.0,0,0,0,0,2279.5508179999997,0.0,0.0,75,0,4,74,0,1245000165,True,,8279.550818,0.0,edge
14,8791.191866,6566.559899,1834.601845,2224.6319669999993,0.253052373433434,6956.590020999999,14,10,True,False,False,54,54,63,60,14,14,6927.191865999999,1520.0,274.0,70.0,1909.6319669999993,270.0,45.0,0.0,2791.191865999999,2224.6319669999993,0.0,186,60,4,0,0,1245000166,True,,8791.191866,0.0,cluster
10,9512.756978,7830.744676,7299.328786,1682.0123019999992,0.17681649030769545,2213.4281919999994,7,5,False,False,False,70,70,139,130,10,10,6558.756977999999,2445.0,459.0,50.0,1269.0123019999992,350.0,63.0,0.0,3512.7569779999994,1682.0123019999992,0.0,310,120,5,0,3,1245000167,True,,9512.756978,0.0,outward
15,11904.768971,11904.768971,3540.58179,0.0,0.0,8364.187181,15,11,True,False,False,0,0,94,94,15,15,9329.768971,1665.0,298.0,612.0,0,0,0,0,5904.7689709999995,0.0,0.0,155,63,4,179,0,1245000168,True,,11904.768971,0.0,area
13,9494.656027,8171.716827,5560.731317,1322.9392000000007,0.13933513718010973,3933.924710000001,13,10,True,False,False,28,28,87,83,13,13,7042.656027000001,2010.0,371.0,71.0,1158.9392000000007,140.0,24.0,0.0,3494.656027000001,1322.9392000000007,0.0,217,77,3,0,0,1245000169,True,,9494.656027,0.0,edge
13,8771.615273,4829.456935,1046.32135,3942.1583379999993,0.449422166306632,7725.293922999999,13,13,True,True,False,112,112,84,84,13,13,6777.615272999999,1630.0,296.0,68.0,3286.1583379999993,560.0,96.0,0.0,2771.6152729999994,2771.6152729999994,0.0,217,84,0,0,0,1245000170,True,,8771.615273,0.0,cluster
11,10950.723468,10950.723468,8003.070342,0.0,0.0,2947.653126,10,7,False,False,False,0,0,123,120,11,11,7984.723468,2165.0,401.0,400.0,0,0,0,0,4950.723468,0.0,0.0,279,108,4,115,1,1245000171,True,,10950.723468,0.0,outward
12,9595.800876,9218.922169,4896.4006,376.87870699999985,0.03927537803984751,4699.400275999999,12,4,True,False,False,16,16,94,92,12,12,7259.800875999999,1920.0,353.0,63.0,282.87870699999985,80.0,14.0,0.0,3595.8008759999993,376.87870699999985,0.0,248,80,8,0,0,1245000172,True,,9595.800876,0.0,area
12,10590.653842,10590.653842,5254.363585,0.0,0.0,5336.290257,12,9,True,False,False,0,0,122,118,12,12,8109.653842,2030.0,376.0,75.0,0,0,0,0,4590.653842,0.0,0.0,248,96,3,2,0,1245000173,True,,10590.653842,0.0,edge
15,8424.794128,6532.597505,719.0,1892.1966229999998,0.22459855923496577,7705.794128,15,14,True,False,False,35,35,47,46,15,15,7032.794128,1120.0,194.0,78.0,1689.1966229999998,175.0,28.0,0.0,2424.7941279999995,1892.1966229999998,0.0,155,45,1,0,0,1245000174,True,,8424.794128,0.0,cluster
15,9905.177418,8445.871237,4775.389494,1459.306181,0.14732761660059748,5129.787923999999,15,12,True,False,False,20,20,73,71,15,15,7567.177417999999,1910.0,353.0,75.0,1342.306181,100.0,17.0,0.0,3905.1774179999993,1459.306181,0.0,155,64,3,0,0,1245000175,True,,9905.177418,0.0,outward
10,9843.449987,9843.449987,2649.742224,0.0,0.0,7193.707763,10,9,True,False,False,0,0,132,132,10,10,7427.449987,1995.0,368.0,53.0,0,0,0,0,3843.449987,0.0,0.0,310,120,1,0,0,1245000176,True,,9843.449987,0.0,area
13,12244.400388,12244.400388,8388.516473,0.0,0.0,3855.8839150000003,6,2,False,False,False,0,0,148,136,13,13,8758.400388,2515.0,468.0,503.0,0,0,0,0,6244.400388,0.0,0.0,217,82,11,146,7,1245000177,True,,12244.400388,0.0,edge
10,9287.009988,5602.227257,1865.0,3684.7827310000002,0.3967673918474524,7422.009988,10,10,True,True,False,140,140,130,130,10,10,6868.009988,1995.0,368.0,56.0,2858.7827310000002,700.0,126.0,0.0,3287.009988,3287.009988,0.0,310,130,0,0,0,1245000178,True,,9287.009988,0.0,cluster
