model,seed,N,C,completion,virtual_time_s,time_per_clear_s,macro_steps,error
baseline,419000460,10,10,True,3508.088219,350.8088219,25,
baseline,419000461,15,15,True,3721.431719,248.09544793333333,39,
baseline,419000462,10,10,True,2686.185578,268.6185578,18,
baseline,419000463,15,15,True,4271.715211,284.78101406666667,40,
baseline,419000464,14,14,True,2920.868652,208.63347514285715,27,
baseline,419000465,12,12,True,3303.29672,275.27472666666665,34,
baseline,419000466,10,10,True,2552.383559,255.2383559,19,
baseline,419000467,16,16,True,3966.230075,247.8893796875,43,
baseline,419000468,15,15,True,3552.110271,236.8073514,31,
baseline,419000469,10,10,True,3360.240357,336.0240357,28,
baseline,419000470,15,15,True,2649.256972,176.61713146666668,26,
baseline,419000471,15,15,True,3641.82286,242.78819066666668,42,
baseline,419000472,14,14,True,3979.393887,284.24242050000004,29,
baseline,419000473,10,10,True,3217.731124,321.7731124,32,
baseline,419000474,10,10,True,2383.274517,238.32745169999998,20,
baseline,419000475,13,13,True,4435.202251,341.1694039230769,34,
baseline,419000476,13,13,True,3156.355486,242.79657584615384,29,
baseline,419000477,13,13,True,3545.749284,272.7499449230769,37,
baseline,419000478,14,14,True,2538.192777,181.2994840714286,24,
baseline,419000479,11,11,True,3389.363685,308.1239713636364,36,
baseline,419000480,15,15,True,3409.421854,227.29479026666667,34,
baseline,419000481,10,10,True,4143.310324,414.3310324,28,
baseline,419000482,14,14,True,2241.231721,160.08798007142858,26,
baseline,419000483,10,10,True,3356.812665,335.6812665,28,
baseline,419000484,16,16,True,4169.070748,260.56692175,35,
baseline,419000485,12,12,True,3412.110837,284.34256975,33,
baseline,419000486,14,14,True,2451.789751,175.12783935714285,25,
baseline,419000487,15,15,True,4162.642689,277.5095126,39,
baseline,419000488,11,11,True,2905.90079,264.1727990909091,22,
baseline,419000489,13,13,True,3857.126584,296.7020449230769,37,
baseline,419000490,14,14,True,2837.443691,202.67454935714287,29,
baseline,419000491,14,14,True,3452.462992,246.60449942857144,39,
baseline,419000492,16,16,True,3593.957931,224.6223706875,35,
baseline,419000493,13,13,True,3680.937328,283.1490252307692,35,
baseline,419000494,16,16,True,1334.108336,83.381771,22,
baseline,419000495,11,11,True,3406.148869,309.6498971818182,34,
baseline,419000496,16,16,True,3526.553594,220.409599625,40,
baseline,419000497,12,12,True,3378.121479,281.51012325,35,
baseline,419000498,12,12,True,2820.510843,235.04257025,22,
baseline,419000499,16,16,True,4526.010326,282.875645375,41,
baseline,419000500,12,12,True,3675.475344,306.289612,24,
baseline,419000501,16,16,True,3879.654432,242.478402,46,
baseline,419000502,16,16,True,2864.263796,179.01648725,31,
baseline,419000503,12,12,True,3485.705836,290.4754863333333,36,
baseline,419000504,12,12,True,3740.891638,311.74096983333334,28,
baseline,419000505,13,13,True,4305.210945,331.17007269230766,33,
baseline,419000506,12,12,True,2375.969972,197.99749766666665,22,
baseline,419000507,16,16,True,3784.359536,236.522471,41,
baseline,419000508,13,13,True,3053.820989,234.90930684615384,26,
baseline,419000509,13,13,True,3608.586869,277.5836053076923,37,
baseline,419000510,15,15,True,2578.852819,171.92352126666668,31,
baseline,419000511,11,11,True,3594.90812,326.8098290909091,31,
baseline,419000512,11,11,True,2918.830697,265.3482451818182,24,
baseline,419000513,10,10,True,3233.51467,323.351467,29,
baseline,419000514,15,15,True,3013.760423,200.91736153333335,28,
baseline,419000515,11,11,True,3262.390875,296.58098863636366,35,
baseline,419000516,11,11,True,3476.36052,316.0327745454546,23,
baseline,419000517,12,12,True,3803.554475,316.96287291666664,34,
baseline,419000518,13,13,True,2386.510508,183.57773138461536,21,
baseline,419000519,11,11,True,3473.202044,315.74564036363637,34,
baseline,419000520,11,11,True,3185.021987,289.54745336363635,25,
baseline,419000521,13,13,True,3684.412007,283.41630823076923,37,
baseline,419000522,15,15,True,2753.079687,183.53864579999998,23,
baseline,419000523,11,11,True,3214.580515,292.2345922727273,31,
baseline,419000524,13,13,True,3110.188792,239.2452916923077,24,
baseline,419000525,16,16,True,3898.844124,243.67775775,44,
baseline,419000526,13,13,True,2663.215064,204.86269723076924,30,
baseline,419000527,13,13,True,3138.252234,241.404018,38,
baseline,419000528,16,16,True,4078.812976,254.925811,35,
baseline,419000529,13,13,True,3673.822696,282.60174584615385,34,
baseline,419000530,13,13,True,2323.793576,178.753352,22,
baseline,419000531,16,16,True,4307.999069,269.2499418125,43,
baseline,419000532,14,14,True,3516.262421,251.1616015,32,
baseline,419000533,10,10,True,3012.305587,301.23055869999996,30,
baseline,419000534,15,15,True,2832.393613,188.82624086666667,27,
baseline,419000535,12,12,True,3907.041969,325.58683075,32,
baseline,419000536,10,10,True,3013.678787,301.3678787,19,
baseline,419000537,11,11,True,3576.742428,325.1584025454545,31,
baseline,419000538,15,15,True,2462.202901,164.14686006666668,26,
baseline,419000539,10,10,True,3328.608402,332.8608402,31,
baseline,419000540,10,10,True,2982.161702,298.21617019999997,24,
baseline,419000541,12,12,True,3896.23452,324.68621,34,
baseline,419000542,13,13,True,2259.373014,173.79792415384614,22,
baseline,419000543,13,13,True,3753.183477,288.7064213076923,37,
baseline,419000544,10,10,True,2947.174706,294.71747059999996,24,
baseline,419000545,13,13,True,3110.764112,239.28954707692307,39,
baseline,419000546,14,14,True,2470.370353,176.4550252142857,24,
baseline,419000547,13,13,True,3794.113708,291.8549006153846,34,
baseline,419000548,15,15,True,3066.214711,204.41431406666666,25,
baseline,419000549,14,14,True,3581.327823,255.80913021428572,42,
baseline,419000550,10,10,True,2570.286418,257.0286418,19,
baseline,419000551,15,15,True,3256.429377,217.09529179999998,43,
baseline,419000552,15,15,True,3624.862995,241.657533,33,
baseline,419000553,16,16,True,4328.727917,270.5454948125,41,
baseline,419000554,12,12,True,2449.275306,204.1062755,23,
baseline,419000555,10,10,True,3303.469284,330.34692839999997,33,
baseline,419000556,15,15,True,3893.084305,259.53895366666666,32,
baseline,419000557,13,13,True,3460.260496,266.1738843076923,34,
baseline,419000558,11,11,True,2296.274617,208.75223790909092,21,
baseline,419000559,13,13,True,3621.649567,278.58842823076924,36,
baseline,419000560,16,16,True,3049.534638,190.595914875,35,
baseline,419000561,14,14,True,3925.713325,280.4080946428572,36,
baseline,419000562,16,16,True,1151.791563,71.9869726875,24,
baseline,419000563,12,12,True,3319.393891,276.61615758333335,35,
baseline,419000564,12,12,True,3049.000859,254.0834049166667,26,
baseline,419000565,12,12,True,4200.803646,350.0669705,34,
baseline,419000566,10,10,True,2500.76655,250.076655,18,
baseline,419000567,10,10,True,3409.963835,340.9963835,29,
baseline,419000568,13,13,True,3953.137961,304.08753546153844,27,
baseline,419000569,11,11,True,3233.960024,293.9963658181818,32,
baseline,419000570,10,10,True,2554.95514,255.49551400000001,21,
baseline,419000571,16,16,True,3339.318283,208.7073926875,39,
baseline,419000572,11,11,True,3030.912009,275.53745536363635,21,
baseline,419000573,15,15,True,3887.774525,259.1849683333333,36,
baseline,419000574,10,10,True,2686.442113,268.6442113,25,
baseline,419000575,11,11,True,3414.606717,310.41879245454544,36,
baseline,419000576,14,14,True,3564.458067,254.60414764285716,31,
baseline,419000577,13,13,True,4015.735785,308.9027526923077,37,
baseline,419000578,10,10,True,2248.996345,224.8996345,18,
baseline,419000579,12,12,True,3980.082503,331.6735419166667,35,
baseline,419000580,11,11,True,3464.258867,314.93262427272725,26,
baseline,419000581,14,14,True,3443.816486,245.98689185714287,41,
baseline,419000582,13,13,True,2866.098767,220.46913592307692,23,
baseline,419000583,16,16,True,3725.191186,232.824449125,41,
baseline,419000584,14,14,True,3508.303612,250.59311514285716,26,
baseline,419000585,13,13,True,4038.715152,310.67039630769233,34,
baseline,419000586,10,10,True,2603.002697,260.3002697,22,
baseline,419000587,10,10,True,3396.119232,339.6119232,28,
baseline,419000588,16,16,True,3484.858961,217.8036850625,31,
baseline,419000589,14,14,True,4521.520062,322.9657187142857,39,
baseline,419000590,14,14,True,2376.67371,169.76240785714285,25,
baseline,419000591,14,14,True,3690.694082,263.62100585714285,42,
baseline,419000592,11,11,True,3623.535266,329.4122969090909,26,
baseline,419000593,15,15,True,3777.899861,251.85999073333332,37,
baseline,419000594,14,14,True,2480.871582,177.205113,28,
baseline,419000595,11,11,True,3436.541491,312.4128628181818,32,
baseline,419000596,11,11,True,3365.585561,305.9623237272727,29,
baseline,419000597,11,11,True,3407.598361,309.7816691818182,33,
baseline,419000598,13,13,True,2823.93922,217.22609384615387,25,
baseline,419000599,11,11,True,3504.030978,318.5482707272727,32,
baseline,419000600,10,10,True,3207.781227,320.7781227,26,
baseline,419000601,10,10,True,3886.895316,388.6895316,30,
baseline,419000602,16,16,True,1883.317456,117.707341,35,
baseline,419000603,10,10,True,3357.539947,335.7539947,31,
baseline,419000604,10,10,True,3707.350256,370.73502560000003,25,
baseline,419000605,12,12,True,3559.228493,296.6023744166667,31,
baseline,419000606,11,11,True,2365.307212,215.0279283636364,19,
baseline,419000607,13,13,True,4623.542072,355.6570824615385,36,
baseline,419000608,14,14,True,3266.195581,233.29968435714287,26,
baseline,419000609,15,15,True,3705.018281,247.00121873333333,38,
baseline,419000610,15,15,True,2532.308465,168.82056433333335,28,
baseline,419000611,10,10,True,3420.365397,342.0365397,28,
baseline,419000612,12,12,True,3042.237882,253.5198235,22,
baseline,419000613,13,13,True,4197.562381,322.8894139230769,34,
baseline,419000614,16,16,True,1622.563917,101.4102448125,24,
baseline,419000615,10,10,True,3252.170543,325.21705430000003,30,
baseline,419000616,16,16,True,4229.152231,264.3220144375,35,
baseline,419000617,14,14,True,3492.255694,249.4468352857143,41,
baseline,419000618,11,11,True,2778.431804,252.58470945454545,19,
baseline,419000619,11,11,True,3524.125471,320.3750428181818,29,
baseline,419000620,11,11,True,2961.541829,269.23107536363636,22,
baseline,419000621,10,10,True,3538.240464,353.8240464,27,
baseline,419000622,12,12,True,2502.570325,208.54752708333334,23,
baseline,419000623,11,11,True,3598.264286,327.1149350909091,34,
baseline,419000624,12,12,True,3524.542824,293.711902,27,
baseline,419000625,10,10,True,3594.242759,359.4242759,28,
baseline,419000626,15,15,True,2419.907919,161.3271946,23,
baseline,419000627,14,14,True,3739.137903,267.0812787857143,43,
baseline,419000628,15,15,True,4059.336521,270.62243473333336,36,
baseline,419000629,16,16,True,3646.717813,227.9198633125,40,
baseline,419000630,14,14,True,2754.272418,196.73374414285715,22,
baseline,419000631,15,15,True,3831.969262,255.46461746666668,38,
baseline,419000632,11,11,True,3289.071254,299.0064776363636,25,
baseline,419000633,15,15,True,3695.880249,246.39201659999998,40,
baseline,419000634,12,12,True,2728.120841,227.34340341666666,25,
baseline,419000635,15,15,True,3515.144118,234.3429412,38,
baseline,419000636,14,14,True,3955.499018,282.53564414285717,31,
baseline,419000637,13,13,True,3885.989927,298.9223020769231,35,
baseline,419000638,16,16,True,1091.461211,68.2163256875,24,
baseline,419000639,12,12,True,3681.144138,306.7620115,34,
baseline,419000640,12,12,True,3532.766872,294.39723933333335,28,
baseline,419000641,10,10,True,3430.827388,343.0827388,30,
baseline,419000642,13,13,True,2984.161338,229.55087215384614,25,
baseline,419000643,10,10,True,3927.320877,392.7320877,29,
baseline,419000644,13,13,True,2707.419723,208.26305561538462,23,
baseline,419000645,12,12,True,3990.709567,332.55913058333334,35,
baseline,419000646,12,12,True,2609.490726,217.4575605,24,
baseline,419000647,14,14,True,3643.670431,260.26217364285714,35,
baseline,419000648,11,11,True,3270.578305,297.32530045454547,27,
baseline,419000649,11,11,True,4168.302788,378.93661709090907,31,
baseline,419000650,16,16,True,2491.098225,155.6936390625,32,
baseline,419000651,10,10,True,3490.420826,349.0420826,31,
baseline,419000652,15,15,True,3947.584322,263.1722881333333,31,
baseline,419000653,15,15,True,3673.86612,244.924408,41,
baseline,419000654,12,12,True,2880.03738,240.003115,22,
baseline,419000655,14,14,True,3943.828357,281.7020255,36,
baseline,419000656,13,13,True,3460.291798,266.1762921538462,26,
baseline,419000657,16,16,True,4015.710372,250.98189825,42,
baseline,419000658,11,11,True,2251.602983,204.69118027272728,21,
baseline,419000659,12,12,True,3422.134498,285.1778748333333,36,
baseline,419000660,16,16,True,3539.097528,221.1935955,31,
baseline,419000661,16,16,True,5050.665238,315.666577375,41,
baseline,419000662,12,12,True,2351.485653,195.95713775000002,27,
baseline,419000663,13,13,True,4187.114434,322.0857256923077,40,
baseline,419000664,15,15,True,3938.942374,262.5961582666667,32,
baseline,419000665,16,16,True,3717.459695,232.3412309375,46,
baseline,419000666,16,16,True,1626.001842,101.625115125,25,
baseline,419000667,11,11,True,4041.719457,367.42904154545454,30,
baseline,419000668,12,12,True,3167.796312,263.983026,21,
baseline,419000669,16,16,True,3811.70602,238.23162625,43,
baseline,419000670,14,14,True,2602.129096,185.866364,25,
baseline,419000671,16,16,True,2950.465888,184.404118,47,
baseline,419000672,15,15,True,3166.957071,211.13047139999998,30,
baseline,419000673,15,15,True,4472.533333,298.1688888666667,39,
baseline,419000674,12,12,True,2500.612273,208.38435608333336,21,
baseline,419000675,13,13,True,3759.055503,289.15811561538465,33,
baseline,419000676,11,11,True,3823.013754,347.5467049090909,26,
baseline,419000677,14,14,True,3270.196503,233.5854645,34,
baseline,419000678,13,13,True,2993.729978,230.28692138461537,23,
baseline,419000679,11,11,True,3881.507018,352.86427436363635,31,
baseline,419000680,14,14,True,2579.915041,184.2796457857143,25,
baseline,419000681,12,12,True,3448.182704,287.34855866666663,31,
baseline,419000682,10,10,True,2853.772675,285.3772675,23,
baseline,419000683,14,14,True,3993.860788,285.27577057142855,41,
baseline,419000684,11,11,True,3258.506829,296.22789354545455,20,
baseline,419000685,13,13,True,3547.34114,272.8723953846154,34,
baseline,419000686,12,12,True,2332.657996,194.38816633333332,20,
baseline,419000687,12,12,True,3678.567667,306.5473055833333,34,
baseline,419000688,16,16,True,4170.329756,260.64560975,33,
baseline,419000689,11,11,True,3364.978243,305.907113,34,
baseline,419000690,13,13,True,2465.275229,189.63655607692306,23,
baseline,419000691,13,13,True,3850.321883,296.17860638461536,36,
baseline,419000692,15,15,True,3503.135389,233.54235926666667,28,
baseline,419000693,14,14,True,3620.60484,258.61463142857144,38,
baseline,419000694,15,15,True,2676.225879,178.4150586,28,
baseline,419000695,16,16,True,3242.401499,202.6500936875,44,
baseline,419000696,14,14,True,3495.421101,249.6729357857143,28,
baseline,419000697,10,10,True,3415.656985,341.5656985,29,
baseline,419000698,15,15,True,2387.432363,159.16215753333333,23,
baseline,419000699,13,13,True,3692.404315,284.0311011538462,38,
baseline,419000700,10,10,True,3197.511806,319.7511806,26,
baseline,419000701,10,10,True,3417.101293,341.7101293,31,
baseline,419000702,13,13,True,2454.91339,188.83949153846154,25,
baseline,419000703,12,12,True,3745.616731,312.13472758333336,32,
baseline,419000704,12,12,True,3195.407312,266.28394266666663,25,
baseline,419000705,16,16,True,3792.38763,237.024226875,46,
baseline,419000706,10,10,True,2838.919679,283.8919679,24,
baseline,419000707,13,13,True,3310.835489,254.679653,37,
baseline,419000708,14,14,True,3354.744332,239.62459514285715,32,
baseline,419000709,15,15,True,4185.988006,279.0658670666666,39,
baseline,419000710,12,12,True,2181.442741,181.78689508333332,20,
baseline,419000711,12,12,True,4013.003262,334.4169385,30,
baseline,419000712,12,12,True,3907.799143,325.64992858333335,28,
baseline,419000713,15,15,True,3549.182455,236.61216366666667,41,
baseline,419000714,11,11,True,2620.044853,238.1858957272727,25,
baseline,419000715,13,13,True,4071.82034,313.2169492307693,36,
baseline,419000716,13,13,True,3623.4876,278.7298153846154,25,
baseline,419000717,12,12,True,3893.154185,324.4295154166667,33,
baseline,419000718,16,16,True,1425.63799,89.102374375,25,
baseline,419000719,10,10,True,3281.122784,328.11227840000004,30,
baseline,419000720,10,10,True,3041.98814,304.19881399999997,24,
baseline,419000721,16,16,True,4058.053081,253.6283175625,41,
